club_id,club_slug,club_name,logo_url,country_name,season_id,competition_id,competition_slug,competition_name,club_division,source_url,_last_modified_at
100335,cd-mafra-sub-23,CD Mafra U23 (100335),https://tmssl.akamaized.net//images/wappen/head/100335.png?lm=1724075828,Portugal,2023,,,,,https://www.transfermarkt.com/cd-mafra-sub-23/startseite/verein/100335/saison_id/2023,2025-09-11 20:20:19
100431,napoli-under-18,Napoli Under 18 (100431),https://tmssl.akamaized.net//images/wappen/head/100431.png?lm=1753167643,Italy,2021,ITJ7,campionato-nazionale-under-18,Campionato Under 18,Campionato Under 18,https://www.transfermarkt.com/napoli-under-18/startseite/verein/100431/saison_id/2021,2025-09-13 09:55:03
101416,venezia-under-18,Venezia Under 18 (101416),https://tmssl.akamaized.net//images/wappen/head/101416.png?lm=1660032623,Italy,2022,,,,,https://www.transfermarkt.com/venezia-under-18/startseite/verein/101416/saison_id/2022,2025-09-13 09:37:05
100461,lecce-under-18,Lecce Under 18 (100461),https://tmssl.akamaized.net//images/wappen/head/100461.png?lm=1689169528,Italy,2015,ITJ7,campionato-nazionale-under-18,Campionato Under 18,Campionato Under 18,https://www.transfermarkt.com/lecce-under-18/startseite/verein/100461/saison_id/2015,2025-09-13 09:52:59
10010,esporte-clube-bahia,Esporte Clube Bahia (10010),https://tmssl.akamaized.net//images/wappen/head/10010.png?lm=1412879423,Brazil,2006,BRA1,campeonato-brasileiro-serie-a,Campeonato Brasileiro Série A,Campeonato Brasileiro Série A,https://www.transfermarkt.com/esporte-clube-bahia/startseite/verein/10010/saison_id/2006,2025-09-13 11:59:31
101282,charlotte-fc-mls-next-pro,Crown Legacy FC (101282),https://tmssl.akamaized.net//images/wappen/head/101282.png?lm=1675193377,United States,2021,MNP3,mls-next-pro,MLS Next Pro,MLS Next Pro,https://www.transfermarkt.com/charlotte-fc-mls-next-pro/startseite/verein/101282/saison_id/2021,2025-09-13 13:01:28
1,1-fc-saarbrucken,1.FC Saarbrücken (1),https://tmssl.akamaized.net//images/wappen/head/1.png?lm=1657876202,Germany,2002,L3,3-liga,3. Liga,3. Liga,https://www.transfermarkt.com/1-fc-saarbrucken/startseite/verein/1/saison_id/2002,2025-09-13 10:41:56
10,arminia-bielefeld,Arminia Bielefeld (10),https://tmssl.akamaized.net//images/wappen/head/10.png?lm=1629204733,Germany,2008,L2,2-bundesliga,2. Bundesliga,2. Bundesliga,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2008,2025-09-13 09:26:57
100330,sudtirol-under-17,Südtirol Under 17 (100330),https://tmssl.akamaized.net//images/wappen/head/100330.png?lm=1657703729,Italy,2013,ITJ5,campionato-nazionale-under-17-b,Campionato nazionale Under 17 - B,Campionato nazionale Under 17 - B,https://www.transfermarkt.com/sudtirol-under-17/startseite/verein/100330/saison_id/2013,2025-09-13 10:09:44
1022,cerezo-osaka,Cerezo Osaka (1022),https://tmssl.akamaized.net//images/wappen/head/1022.png?lm=1744193077,Japan,2017,JAP1,j1-league,J1 League,J1 League,https://www.transfermarkt.com/cerezo-osaka/startseite/verein/1022/saison_id/2017,2025-09-13 11:12:23
1010,fc-watford,Watford FC (1010),https://tmssl.akamaized.net//images/wappen/head/1010.png?lm=1468103673,England,2015,GB2,championship,Championship,Championship,https://www.transfermarkt.com/fc-watford/startseite/verein/1010/saison_id/2015,2025-09-13 09:42:38
100124,atletico-la-paz,Atlético La Paz (100124),https://tmssl.akamaized.net//images/wappen/head/100124.png?lm=1667572415,Mexico,2016,MEX2,liga-de-expansion-mx-clausura,Liga de Expansión MX Clausura,Liga de Expansión MX Clausura,https://www.transfermarkt.com/atletico-la-paz/startseite/verein/100124/saison_id/2016,2025-09-13 11:02:27
100631,monopoli-primavera,Monopoli Primavera (100631),https://tmssl.akamaized.net//images/wappen/head/100631.png?lm=1659426470,Italy,2022,IJ2B,primavera-2b,Primavera 2 - B,Primavera 2 - B,https://www.transfermarkt.com/monopoli-primavera/startseite/verein/100631/saison_id/2022,2025-09-13 09:08:50
